No.;Time;;Time1;Time2;Delay;;Delay1;Delay2;Jitter
1245;159,49104;;159,49104;159,49289;0,00185;;0,00185;-0,000174;-0,002024
1246;159,49289;;159,49289;159,49289;0;;-0,000174;-0,008871;-0,008697
1247;159,49289;;159,49289;159,493064;0,000174;;-0,008871;0,009045;0,017916
1248;159,493064;;159,493064;159,502109;0,009045;;0,009045;-0,000157;-0,009202
1249;159,502109;;159,502109;159,502109;0;;-0,000157;-1,10E-05;0,000146
1250;159,502109;;159,502109;159,502266;0,000157;;-1,10E-05;-0,000876;-0,000865
1251;159,502266;;159,502266;159,502434;0,000168;;-0,000876;0,001044;0,00192
1252;159,502434;;159,502434;159,503478;0,001044;;0,001044;0;-0,001044
1253;159,503478;;159,503478;159,503478;0;;0;0;0
1254;159,503478;;159,503478;159,503478;0;;0;0;0
1255;159,503478;;159,503478;159,503478;0;;0;0;0
1256;159,503478;;159,503478;159,503478;0;;0;-0,000138;-0,000138
1257;159,503478;;159,503478;159,503478;0;;-0,000138;-1,00E-05;0,000128
1258;159,503478;;159,503478;159,503616;0,000138;;-1,00E-05;6,30E-05;7,30E-05
1259;159,503616;;159,503616;159,503764;0,000148;;6,30E-05;-0,013175;-0,013238
1260;159,503764;;159,503764;159,503849;8,50E-05;;-0,013175;0,01326;0,026435
1261;159,503849;;159,503849;159,517109;0,01326;;0,01326;-0,000178;-0,013438
1262;159,517109;;159,517109;159,517109;0;;-0,000178;-0,001908;-0,00173
1263;159,517109;;159,517109;159,517287;0,000178;;-0,001908;0,002086;0,003994
1264;159,517287;;159,517287;159,519373;0,002086;;0,002086;-0,000105;-0,002191
1265;159,519373;;159,519373;159,519373;0;;-0,000105;-0,000777;-0,000672
1266;159,519373;;159,519373;159,519478;0,000105;;-0,000777;0,000882;0,001659
1267;159,519478;;159,519478;159,52036;0,000882;;0,000882;0;-0,000882
1268;159,52036;;159,52036;159,52036;0;;0;0;0
1269;159,52036;;159,52036;159,52036;0;;0;-0,000122;-0,000122
1270;159,52036;;159,52036;159,52036;0;;-0,000122;1,50E-05;0,000137
1271;159,52036;;159,52036;159,520482;0,000122;;1,50E-05;3,10E-05;1,60E-05
1272;159,520482;;159,520482;159,520589;0,000107;;3,10E-05;-0,007419;-0,00745
1273;159,520589;;159,520589;159,520665;7,60E-05;;-0,007419;0,007495;0,014914
1274;159,520665;;159,520665;159,52816;0,007495;;0,007495;-0,000159;-0,007654
1275;159,52816;;159,52816;159,52816;0;;-0,000159;-0,000578;-0,000419
1276;159,52816;;159,52816;159,528319;0,000159;;-0,000578;0,000737;0,001315
1277;159,528319;;159,528319;159,529056;0,000737;;0,000737;-0,000115;-0,000852
1278;159,529056;;159,529056;159,529056;0;;-0,000115;-0,000791;-0,000676
1279;159,529056;;159,529056;159,529171;0,000115;;-0,000791;0,000906;0,001697
1280;159,529171;;159,529171;159,530077;0,000906;;0,000906;-0,000386;-0,001292
1281;159,530077;;159,530077;159,530077;0;;-0,000386;-0,002103;-0,001717
1282;159,530077;;159,530077;159,530463;0,000386;;-0,002103;0,002489;0,004592
1283;159,530463;;159,530463;159,532952;0,002489;;0,002489;0;-0,002489
1284;159,532952;;159,532952;159,532952;0;;0;0;0
1285;159,532952;;159,532952;159,532952;0;;0;0;0
1286;159,532952;;159,532952;159,532952;0;;0;-0,000125;-0,000125
1287;159,532952;;159,532952;159,532952;0;;-0,000125;-0,000344;-0,000219
1288;159,532952;;159,532952;159,533077;0,000125;;-0,000344;0,000402;0,000746
1289;159,533077;;159,533077;159,533546;0,000469;;0,000402;-0,000264;-0,000666
1290;159,533546;;159,533546;159,533613;6,70E-05;;-0,000264;0,000268;0,000532
1291;159,533613;;159,533613;159,533944;0,000331;;0,000268;-0,004772;-0,00504
1292;159,533944;;159,533944;159,534007;6,30E-05;;-0,004772;0,004835;0,009607
1293;159,534007;;159,534007;159,538842;0,004835;;0,004835;0;-0,004835
1294;159,538842;;159,538842;159,538842;0;;0;0;0
1295;159,538842;;159,538842;159,538842;0;;0;0;0
1296;159,538842;;159,538842;159,538842;0;;0;0;0
1297;159,538842;;159,538842;159,538842;0;;0;0;0
1298;159,538842;;159,538842;159,538842;0;;0;0;0
1299;159,538842;;159,538842;159,538842;0;;0;-0,000228;-0,000228
1300;159,538842;;159,538842;159,538842;0;;-0,000228;8,90E-05;0,000317
1301;159,538842;;159,538842;159,53907;0,000228;;8,90E-05;6,30E-05;-2,60E-05
1302;159,53907;;159,53907;159,539209;0,000139;;6,30E-05;-0,000275;-0,000338
1303;159,539209;;159,539209;159,539285;7,60E-05;;-0,000275;0,000351;0,000626
1304;159,539285;;159,539285;159,539636;0,000351;;0,000351;0;-0,000351
1305;159,539636;;159,539636;159,539636;0;;0;-0,000113;-0,000113
1306;159,539636;;159,539636;159,539636;0;;-0,000113;-3,50E-05;7,80E-05
1307;159,539636;;159,539636;159,539749;0,000113;;-3,50E-05;-0,000718;-0,000683
1308;159,539749;;159,539749;159,539897;0,000148;;-0,000718;0,000774;0,001492
1309;159,539897;;159,539897;159,540763;0,000866;;0,000774;-0,005898;-0,006672
1310;159,540763;;159,540763;159,540855;9,20E-05;;-0,005898;0,00599;0,011888
1311;159,540855;;159,540855;159,546845;0,00599;;0,00599;0;-0,00599
1312;159,546845;;159,546845;159,546845;0;;0;-0,000167;-0,000167
1313;159,546845;;159,546845;159,546845;0;;-0,000167;-0,000238;-7,10E-05
1314;159,546845;;159,546845;159,547012;0,000167;;-0,000238;0,000405;0,000643
1315;159,547012;;159,547012;159,547417;0,000405;;0,000405;0;-0,000405
1316;159,547417;;159,547417;159,547417;0;;0;-7,80E-05;-7,80E-05
1317;159,547417;;159,547417;159,547417;0;;-7,80E-05;-2,00E-05;5,80E-05
1318;159,547417;;159,547417;159,547495;7,80E-05;;-2,00E-05;-0,016194;-0,016174
1319;159,547495;;159,547495;159,547593;9,80E-05;;-0,016194;0,016148;0,032342
1320;159,547593;;159,547593;159,563885;0,016292;;0,016148;-0,000248;-0,016396
1321;159,563885;;159,563885;159,564029;0,000144;;-0,000248;0,000392;0,00064
1322;159,564029;;159,564029;159,564421;0,000392;;0,000392;0;-0,000392
1323;159,564421;;159,564421;159,564421;0;;0;0;0
1324;159,564421;;159,564421;159,564421;0;;0;0;0
1325;159,564421;;159,564421;159,564421;0;;0;-0,000123;-0,000123
1326;159,564421;;159,564421;159,564421;0;;-0,000123;-0,516679;-0,516556
1327;159,564421;;159,564421;159,564544;0,000123;;-0,516679;0,302152;0,818831
1328;159,564544;;159,564544;160,081346;0,516802;;0,302152;0,214518;-0,087634
1330;160,081346;;160,081346;160,295996;0,21465;;0,214518;-0,000521;-0,215039
1331;160,295996;;160,295996;160,296128;0,000132;;-0,000521;-0,23146;-0,230939
1332;160,296128;;160,296128;160,296781;0,000653;;-0,23146;0,232113;0,463573
1333;160,296781;;160,296781;160,528894;0,232113;;0,232113;-0,000152;-0,232265
1334;160,528894;;160,528894;160,528894;0;;-0,000152;1,60E-05;0,000168
1335;160,528894;;160,528894;160,529046;0,000152;;1,60E-05;-0,000143;-0,000159
1336;160,529046;;160,529046;160,529182;0,000136;;-0,000143;0,000229;0,000372
1337;160,529182;;160,529182;160,529461;0,000279;;0,000229;-0,003096;-0,003325
1338;160,529461;;160,529461;160,529511;5,00E-05;;-0,003096;0,003038;0,006134
1339;160,529511;;160,529511;160,532657;0,003146;;0,003038;-0,007063;-0,010101
1340;160,532657;;160,532657;160,532765;0,000108;;-0,007063;-0,211842;-0,204779
1341;160,532765;;160,532765;160,539936;0,007171;;-0,211842;0,217277;0,429119
1342;160,539936;;160,539936;160,758949;0,219013;;0,217277;0,001473;-0,215804
1343;160,758949;;160,758949;160,760685;0,001736;;0,001473;-0,216132;-0,217605
1344;160,760685;;160,760685;160,760948;0,000263;;-0,216132;0,215207;0,431339
1345;160,760948;;160,760948;160,977343;0,216395;;0,215207;-0,021875;-0,237082
1346;160,977343;;160,977343;160,978531;0,001188;;-0,021875;-0,02471;-0,002835
1347;160,978531;;160,978531;161,001594;0,023063;;-0,02471;0,0016;0,02631
1348;161,001594;;161,001594;161,049367;0,047773;;0,0016;-0,080509;-0,082109
1349;161,049367;;161,049367;161,09554;0,046173;;-0,080509;0,126567;0,207076
1350;161,09554;;161,09554;161,222222;0,126682;;0,126567;-0,124414;-0,250981
1351;161,222222;;161,222222;161,222337;0,000115;;-0,124414;-0,083099;0,041315
1352;161,222337;;161,222337;161,346866;0,124529;;-0,083099;0,207485;0,290584
1353;161,346866;;161,346866;161,554494;0,207628;;0,207485;-0,000386;-0,207871
1354;161,554494;;161,554494;161,554637;0,000143;;-0,000386;-0,21596;-0,215574
1355;161,554637;;161,554637;161,555166;0,000529;;-0,21596;0,214878;0,430838
1356;161,555166;;161,555166;161,771655;0,216489;;0,214878;0,001561;-0,213317
1357;161,771655;;161,771655;161,773266;0,001611;;0,001561;-0,000557;-0,002118
1358;161,773266;;161,773266;161,773316;5,00E-05;;-0,000557;0,000607;0,001164
1359;161,773316;;161,773316;161,773923;0,000607;;0,000607;-6,00E-05;-0,000667
1360;161,773923;;161,773923;161,773923;0;;-6,00E-05;-9,00E-06;5,10E-05
1361;161,773923;;161,773923;161,773983;6,00E-05;;-9,00E-06;-0,008218;-0,008209
1362;161,773983;;161,773983;161,774052;6,90E-05;;-0,008218;-0,129628;-0,12141
1363;161,774052;;161,774052;161,782339;0,008287;;-0,129628;0,137915;0,267543
1364;161,782339;;161,782339;161,920254;0,137915;;0,137915;-7,90E-05;-0,137994
1365;161,920254;;161,920254;161,920254;0;;-7,90E-05;-8,00E-06;7,10E-05
1366;161,920254;;161,920254;161,920333;7,90E-05;;-8,00E-06;-3,20E-05;-2,40E-05
1367;161,920333;;161,920333;161,92042;8,70E-05;;-3,20E-05;9,40E-05;0,000126
1368;161,92042;;161,92042;161,920539;0,000119;;9,40E-05;-0,076392;-0,076486
1369;161,920539;;161,920539;161,920564;2,50E-05;;-0,076392;0,074589;0,150981
1370;161,920564;;161,920564;161,996981;0,076417;;0,074589;0,001592;-0,072997
1371;161,996981;;161,996981;161,998809;0,001828;;0,001592;0,000236;-0,001356
1372;161,998809;;161,998809;161,999045;0,000236;;0,000236;-0,21361;-0,213846
1373;161,999045;;161,999045;161,999045;0;;-0,21361;0,208058;0,421668
1374;161,999045;;161,999045;162,212655;0,21361;;0,208058;-0,045523;-0,253581
1375;162,212655;;162,212655;162,218207;0,005552;;-0,045523;-0,017693;0,02783
1376;162,218207;;162,218207;162,269282;0,051075;;-0,017693;-0,147966;-0,130273
1377;162,269282;;162,269282;162,33805;0,068768;;-0,147966;0,216649;0,364615
1378;162,33805;;162,33805;162,554784;0,216734;;0,216649;-4,944586;-5,161235
1379;162,554784;;162,554784;162,554869;8,50E-05;;-4,944586;4,900567;9,845153
1380;162,554869;;162,554869;167,49954;4,944671;;4,900567;-0,172865;-5,073432
1383;167,49954;;167,49954;167,543644;0,044104;;-0,172865;0,16302;0,335885
1384;167,543644;;167,543644;167,760613;0,216969;;0,16302;0,053949;-0,109071
1385;167,760613;;167,760613;167,814562;0,053949;;;;
1386;167,814562;;;;;;;;
;;;;Total Delay ;164,242351;;;Total Jitter;-0,174983
;;;;Rata-rata Delay;0,118500975;;;Rata-rata Jitter;-0,00012625
